BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
7,"","DAABASH2023104549","Daabash, Rawan; Alqahtani, Mohammed Q.; Price, Richard Bengt; Alshabib, Abdulrahman; Niazy, Abdurahman; Alshaafi, Maan M.","Surface properties and Streptococcus mutans biofilm adhesion of ion-releasing resin-based composite materials","Journal of Dentistry",134,,"","104549",2023,"","","https://www.sciencedirect.com/science/article/pii/S0300571223001355","","","","","","","","","","","","","Objective To evaluate the adhesion of Streptococcus mutans (S. mutans) and related surface properties of ion-releasing resin-based composite (RBC) restorative materials. Methods Two ion-releasing RBCs, Activa (ACT) and Cention-N (CN), were compared to a conventional RBC (Z350) and a resin-modified glass ionomer cement (Fuji-II-LC). Ten disk-shaped specimens were fabricated for each material (n = 40). After standardized surface polishing procedure, the surface properties of the specimens were evaluated using surface roughness measurements by a profilometer and hydrophobicity using water contact angle measurements. To assess bacterial adhesion, the number of S. mutans bacteria was calculated from colony-forming units (CFU). Confocal laser scanning microscope analysis was done for qualitative & quantitative assessment. The data were analyzed using One-way ANOVA followed by Tukey's post-hoc test to compare the mean values of surface roughness, water contact angle and CFU values. To compare the mean dead cell percentage Kruskal-Wallis rank test and Conover test were used. A p-value of ≤ 0.05 was used to report the statistical significance. Results Z350 and ACT had the smoothest surfaces, followed by CN, and the roughest surface was seen in FUJI-II-LC. The lowest water contact angles were seen in CN, and Z350, and the highest were in ACT. S. mutans counts were the highest in ACT and the lowest in Z350 and CN. CN and Fuji-II-LC registered the highest percentage of dead bacterial cells, while the lowest were in ACT. Significance Surface properties did not significantly influence bacterial adhesion. More S. mutans bacteria accumulated on ACT than on the nanofilled composite and on CN. CN had antibacterial effects against Streptococcus mutans biofilms.","","Resin composites, Ion release, Surface properties, , Confocal laser scanning microscopy","",""
7,"","ABOUAYASH2021103784","Abou-Ayash, Samir; Schimmel, Martin; Özcan, Mutlu; Ozcelik, Burak; Brägger, Urs; Yilmaz, Burak","Trueness and marginal fit of implant-supported complete-arch fixed prosthesis frameworks made of high-performance polymers and titanium: An explorative in-vitro study","Journal of Dentistry",113,,"","103784",2021,"","","https://www.sciencedirect.com/science/article/pii/S0300571221002074","","","","","","","","","","","","","Purpose To investigate the trueness and marginal fit of computer-aided design–computer-aided manufactured (CAD-CAM) complete-arch implant-supported screw-retained fixed prosthesis (CAISFP) made of polyetheretherketone (PEEK), polyetherketoneketone (PEKK) and titanium (Ti) Material and methods A typodont model with four implants, their multiunit abutments (MUAs), and MUA scanbodies were digitized by using a laboratory scanner. The generated CAD was used to mill CAISFP frameworks in Ti, PEEK, or PEKK (each n = 10). The frameworks were digitized with an industrial light scanner to superimpose resulting standard tessellation language (STL) file with the CAD file. Deviations at five points at the abutment-framework interface of each of the four abutment sites (1:left first molar, 2:left canine, 3:right canine, 4:right first molar sites) were calculated (trueness). Marginal gaps were measured using the triple scan technique. A nonparametric repeated measures ANOVA by Brunner and Puri with factors being abutment location and material was performed to assess the mean deviations for trueness and mean marginal gaps, followed by Mann-Whitney or exact Wilcoxon Signed-Rank tests (alpha=.05). Results Material type significantly affected the trueness (p<0.0001). PEEK had the lowest deviations (0.039 +/-0.01mm) followed by PEKK (0,049 +/-0.009mm), and Ti (0.074 +/-0.011mm). For marginal gaps, only abutment location's effect was significant (p = 0.003). Within PEKK, gaps at abutment 4 were significantly larger, compared with abutments 2 (p = 0.04) and 3 (p = 0.02). Conclusions The trueness of PEEK, PEKK, and Ti frameworks was different after milled. PEEK had the highest trueness. However, the marginal fit of the frameworks was similar and smaller than 90 µm in average. Clinical Relevance PEEK, PEKK, and Ti complete-arch frameworks had clinically acceptable gaps and may therefore be recommended when their fit is considered. Higher trueness after milling did not result in better marginal fit.","","Trueness, Marginal fit, CAD-CAM, Fit analysis, PEEK, PEKK, High-performance polymers","",""
7,"","TORRES2023104466","Torres, A.; Dierickx, M.; Coucke, W.; Pedano, M. S.; Lambrechts, P.; Jacobs, R.","In vitro study on the accuracy of sleeveless guided endodontics and treatment of a complex upper lateral incisor","Journal of Dentistry",131,,"","104466",2023,"","","https://www.sciencedirect.com/science/article/pii/S0300571223000532","","","","","","","","","","","","","Purpose The present study aims to assess the accuracy of sleeveless guided endodontics for root canal treatment of severe pulp canal obliteration (PCO) in 3D printed jaws. Additionally, the treatment of a complex lateral incisor is presented to illustrate the use of sleeveless guides in a clinical situation. Methods Two cone-beam computed tomography (CBCT) volumes of an upper and lower jaw were selected to design 3D printed models with PCO. Virtual planning of the access cavities was performed from right to left second premolar. Then, the models were mounted into a phantom head to simulate an actual patient. Two operators with different levels of experience in endodontics performed guided access cavities. The handpiece was guided by guiding rails placed against each other on the sides of the tooth. A post-operative CBCT scan was taken for analysis. Results Eighty-eight guided access cavities (44 per operator) were drilled on eight 3D printed models. The mean length of the access cavities was 15.3 mm, with a mean coronal and apical deviation of 0.5 mm and 0.7 mm respectively. The mean angular deviation was 1.5°. No statistically significant difference was found between operators for the three measured parameters. Conclusions This study demonstrates, within its limitations, that sleveless guides represent an accurate method for guided endodontic treatment. No statistically significant difference between operators was found when using the guide. Clinical significance This method offers a valuable alternative to conventional endodontic guides with similar accuracy results.","","3-Dimensional printing, Accuracy, Cone beam computed tomography, Dental pulp calcification, Guided endodontics","",""
7,"","LERNER2021103792","Lerner, Henriette; Nagy, Katalin; Pranno, Nicola; Zarone, Fernando; Admakin, Oleg; Mangano, Francesco","Trueness and precision of 3D-printed versus milled monolithic zirconia crowns: An in vitro study","Journal of Dentistry",113,,"","103792",2021,"","","https://www.sciencedirect.com/science/article/pii/S0300571221002153","","","","","","","","","","","","","Purpose To compare the trueness and precision of 3D-printed versus milled monolithic zirconia crowns (MZCs). Methods A model of a maxilla with a prepared premolar was scanned with an industrial scanner (ATOSQ®, Gom) and an MZC was designed in computer-assisted-design (CAD) software (DentalCad®, Exocad). From that standard tessellation language (STL) file, 10 MZCs (test) were 3D-printed with a Lithography-based Ceramic Manufacturing (LCM) printer (CerafabS65®, Lithoz) and 10 MZCs (control) were milled using a 5-axis machine (DWX-52D®, DGShape). All MZCs were sintered and scanned with the aforementioned scanner. The surface data of each sample (overall crown, marginal area, occlusal surface) were superimposed to the original CAD file (ControlX®, Geomagic) to evaluate trueness: (90-10)/2, absolute average (ABS AVG) and root mean square (RMS) values were obtained for test and control groups (MathLab®, Mathworks) and used for analysis. Finally, the clinical precision (marginal adaptation, interproximal contacts) of test and control MZCs was investigated on a split-cast model printed (Solflex350®, Voco) from the CAD project, and compared. Results The milled MZCs had a significantly higher trueness than the 3D-printed ones, overall [(90-10)/2 printed 37.8 µm vs milled 21.2 µm; ABS AVG printed 27.2 µm vs milled 15.1 µm; RMS printed 33.2 µm vs milled 20.5 µm; p = 0.000005], at the margins [(90-10)/2 printed 25.6 µm vs milled 12.4 µm; ABS AVG printed 17.8 µm vs milled 9.4 µm; RMS printed 22.8 µm vs milled 15.6 µm; p= 0.000011] and at the occlusal level [(90-10)/2 printed 50.4 µm vs milled 21.9 µm; ABS AVG printed 29.6 µm vs milled 14.7 µm; RMS printed 38.9 µm vs milled 22.5 µm; p = 0.000005]. However, with regard to precision, both test and control groups scored highly, with no significant difference either in the quality of interproximal contact points (p = 0.355) or marginal closure (p = 0.355). Conclusions Milled MZCs had a statistically higher trueness than 3D-printed ones; all crowns, however, showed high precision, compatible with the clinical use. Clinical significance Although milled MZCs remain more accurate than 3D-printed ones, the LCM technique seems able to guarantee the production of clinically precise zirconia crowns.","","Monolithic zirconia crowns, 3D printing, Milling, Trueness, Clinical precision","",""
7,"","WANG201923","Wang, Yazi; Hua, Hongfei; Li, Wei; Wang, Ruili; Jiang, Xiaoze; Zhu, Meifang","Strong antibacterial dental resin composites containing cellulose nanocrystal/zinc oxide nanohybrids","Journal of Dentistry",80,,"","23-29",2019,"","","https://www.sciencedirect.com/science/article/pii/S0300571218305414","","","","","","","","","","","","","Objective The aim is to explore the reinforcing and antibacterial effect of cellulose nanocrystal/zinc oxide (CNC/ZnO) nanohybrids on dental resin composites (DRCs). Methods CNC/ZnO nanohybrids were prepared through precipitating Zn2+ on the surface of CNC and then introduced into the DRCs. The mechanical properties of DRCs including compressive strength, flexural modulus, flexural strength, and Vickers microhardness were characterized. The antibacterial activity of DRCs to Streptococcus mutans was determined and the morphology of Streptococcus mutans on the surface of DRCs after incubation was observed. The morphology of fractured surface after flexural test and Zn content in DRCs were analyzed. Results Compared with DRCs without CNC/ZnO nanohybrids, DRCs containing 2 wt.% CNC/ZnO nanohybrids possess higher compressive strength and flexural modulus and there is no significantly statistical difference (P＞0.05) on the flexural strength and Vickers microhardness. The excess use of CNC/ZnO nanohybrids decreases the mechanical properties of DRCs except flexural modulus. DRCs containing CNC/ZnO nanohybrids show excellent antibacterial properties and a 78% reduction in bacterial number is obtained when 2% CNC/ZnO nanohybrids are added. Conclusion The small amounts of CNC/ZnO nanohybrids have a positive influence on the mechanical and antibacterial properties of DRCs. Significance The prepared DRCs are promising to address bulk fracture and secondary caries.","","Caries, Streptococcus mutans, Bacteria, ZnO, Mechanical properties, Composite materials","",""
7,"","PAR2022103950","Par, Matej; Gubler, Andrea; Attin, Thomas; Tarle, Zrinka; Tarle, Andro; Tauböck, Tobias T.","Ion release and hydroxyapatite precipitation of resin composites functionalized with two types of bioactive glass","Journal of Dentistry",118,,"","103950",2022,"","","https://www.sciencedirect.com/science/article/pii/S0300571222000070","","","","","","","","","","","","","Objectives To prepare experimental composites with bioactive glass (BG) and investigate their release of calcium (Ca), phosphate (PO4), and fluoride (F), as well as pH changes and apatite precipitation after immersion. Methods Experimental composites were prepared with 0, 10, or 20 wt% of either BG 45S5 or a customized low-Na F-containing BG. Three commercial ion-releasing materials were used for reference. Material specimens were immersed in lactic acid (pH = 4.0) and artificial saliva (pH = 6.4). Ion concentrations (atomic absorption spectrometry for Ca, UV–vis spectrometry for PO4, and ion-selective electrode for F) and pH were measured after 4, 8, 12, 16, 20, 24, 28, and 32 days. After immersion, composite specimens were analyzed using scanning electron microscopy (SEM) and Fourier-transform infrared (FTIR) spectroscopy. Results Material-dependent concentrations of Ca, PO4, and F were measured in the lactic acid solution, while a decrease of Ca and PO4 concentrations was observed in artificial saliva. The uptake of ions from artificial saliva indicates their precipitation on specimen surfaces, which was supported by the results of SEM and FTIR investigations. In experimental composites functionalized with both bioactive glass types and a commercial “alkasite” material, apatite was precipitated not only in artificial saliva but also in the lactic acid solution. Conclusions Experimental BG-containing composites and selected commercial restorative materials demonstrated the potential for releasing multiple ion types and increasing pH. Clinical significance The observed effects can be beneficial for preventing demineralization and promoting remineralization of dental hard tissues, while apatite precipitation can additionally help in sealing marginal discontinuities.","","Resin composites, Bioactive glass, Hydroxyapatite, Calcium, Phosphate, Fluoride","",""
7,"","HJERPPE2022104121","Hjerppe, Jenni; Jung, Ronald E.; Hämmerle, Christoph H. F.; Özcan, Mutlu; Mühlemann, Sven","Mechanical stability of fully personalized, abutment-free zirconia implant crowns on a novel implant-crown interface","Journal of Dentistry",121,,"","104121",2022,"","","https://www.sciencedirect.com/science/article/pii/S0300571222001786","","","","","","","","","","","","","Objectives To test the failure load and failure mode of a novel implant-crown interface specifically designed for the fabrication of fully personalized, abutment-free monolithic zirconia CAD-CAM crowns compared to conventional implant-abutment interfaces involving prefabricated or centrally manufactured abutments for zirconia CAD-CAM crowns. Methods Implants (N=48) were divided into groups (n=12) according to different implant-abutment interface designs: (1) internal implant connection with personalized, abutment-free CAD-CAM crowns (Abut-Free-Zr), (2) internal conical connection with customized, centrally manufactured zirconia CAD-CAM abutments (Cen-Abut-Zr), (3) prefabricated titanium base abutments from manufacturer 1 (Ti-Base-1), (4) additional prefabricated titanium base abutments from manufacturer 2 (Ti-Base-2). All specimens were restored with a screw-retained monolithic zirconia CAD-CAM molar crown and subjected to thermomechanical aging (1.200.000 cycles, 49 N, 1.67 Hz, 30° angulation, thermocycling 5-50°C). Static load until failure was applied in a universal testing machine. Failure modes were analyzed descriptively under digital microscope. Mean failure load values were statistically analyzed at a significance level of p<0.05. Results All specimens survived thermomechanical aging. The mean failure loads varied between 1332 N (Abut-Free-Zr) and 1601 N (Ti-Base-2), difference being significant between these groups (p<0.05). No differences between the other groups were seen. The predominant failure mode per group was crown fracture above implant connection (Abut-Free-Zr, 75%), abutment fracture below implant neck (Cen-Abut-Zr, 83%), crown fracture leaving an intact abutment (Ti-Base-1/Ti-Base-2 100%). Conclusions Implant-crown interface with fully personalized, abutment-free monolithic CAD-CAM zirconia crowns exhibited similar failure loads as conventional implant-abutment interfaces (except group Ti-Base-2) involving CAD-CAM crowns with prefabricated or centrally manufactured abutment. Clinical significance The new implant connection simplifies the digital workflow for all-ceramic implant reconstructions. The specific design of the implant-crown interface allows the fabrication of fully personalized, abutment-free zirconia implant crowns both in-house and in-laboratory without the need of a prefabricated abutment or central manufacturing.","","Prosthodontics, Dental implants, Zirconia, Monolithic, Crown, CAD-CAM, Personalized","",""
7,"","TUKALO2022104015","Tukalo, Igor; Rusyn, Vitaliy; Hirschowitz, Wayne; Goncharuk-Khomyn, Myroslav","Intraoral scanning, CBCT, and surface electromyography combination: efficiency analysis of proposed diagnostic “Trident” algorithm during complex dental rehabilitation","Journal of Dentistry",121,,"","104015",2022,"","","https://www.sciencedirect.com/science/article/pii/S0300571222000720","","","","","","","","","","","","","Purpose To evaluate the efficiency of dental treatment supported by the complex diagnostic algorithm consisting of digital scanning, CBCT, and surface electromyography procedures (“TRIDENT” algorithm) considering clinically objective and patient-oriented subjective criteria. Methods The study cohort was formed out of 47 patients, who underwent implant placement and rehabilitation with the use of implant-supported fixed dental prosthetics. Initial intraoral scanning was provided by the Medit I500 device (MEDIT corp., Seoul, Korea), while CBCT-scanning was held on Planmeca ProMax® 3D Classic (PLANMECA OY, Helsinki, Finland). Dental occlusion analysis and control over muscle adaptation were held via the Teethan device (Teethan S.p.A., Milan, Italy). OHIP-EDENT questionnaire and Oral Satisfaction Scale were used to assess the improvements of patient-oriented subjective criteria. Results Treatment protocol provided with the complex diagnostic “TRIDENT” algorithm supported superior time efficiency of treatment (p < 0.05), and statistically significant improvements of several domains within OHIP-EDENT (p < 0.05), OSS values (p < 0.05) and patient adaptation criterion (p < 0.05) at 1, 2, 3, 4, 5, and 6 first weeks of ongoing monitoring. Bone level changes, implant success, and implant survival parameters after 1 year of monitoring have not demonstrated statistically significant deviations as compared to those registered among patients rehabilitated by classical implant placement protocols (p > 0,05). Conclusions Dental implant treatment protocol with further prosthetic rehabilitation supported by the complex diagnostic “TRIDENT” algorithm demonstrated higher patient-oriented subjective efficiency up to the timepoint of 6 weeks of monitoring after initial prosthetics fixation.","","CBCT, electromyography, intraoral scanning, Oral Satisfaction Scale","",""
7,"","MITWALLI2021103789","Mitwalli, Heba; AlSahafi, Rashed; Albeshir, Ebtehal G.; Dai, Quan; Sun, Jirun; Oates, Thomas W.; Melo, Mary Anne S.; Xu, Hockin H. K.; Weir, Michael D.","Novel Nano Calcium Fluoride Remineralizing and Antibacterial Dental Composites","Journal of Dentistry",113,,"","103789",2021,"","","https://www.sciencedirect.com/science/article/pii/S0300571221002128","","","","","","","","","","","","","Objective Composites with remineralizing and antibacterial properties are favorable for caries inhibition. The objectives of this study were to develop a new bioactive nanocomposite with remineralizing and antibiofilm properties by incorporating dimethylaminohexadecyl methacrylate (DMAHDM) and nano-calcium fluoride (nCaF2). Methods nCaF2 was produced via a spray-drying method and integrated at 15% mass fraction into composite. DMAHDM was added at 3% mass fraction. Mechanical properties and F and Ca ion releases were assessed. Colony-forming units (CFU), lactic acid and metabolic activity of biofilms on composites were performed. Results The new composites had flexural strengths of (95.28±6.32) MPa and (125.93±7.49) MPa, which were within the ISO recommendations. Biofilm CFU were reduced by 3–4 log (p<0.05). The composites achieved high F releases of (0.89±0.01) mmol/L and (0.44±0.01) mmol/L, and Ca releases of (1.46±0.05) mmol/L and (0.54±0.005) mmol/L. Conclusions New nanocomposites were developed with good mechanical properties, potent antibacterial activity against salivary biofilms, and high F and Ca ion releases with potential for remineralization. Clinical Significance Novel nanocomposites using nCaF2 and DMAHDM were developed with potent antibacterial and remineralizing effects and high F and Ca ion releases. They are promising to inhibit recurrent caries, promote remineralization, and possess long-term sustainability.","","Dental composites, Remineralizing, Antibacterial, Bioactive, Antibiofilm, Calcium fluoride nanoparticles","",""
7,"","POUSETTELUNDGREN2021103850","Pousette Lundgren, Gunilla; Davidson, Thomas; Dahllöf, Göran","Cost analysis of prosthetic rehabilitation in young patients with Amelogenesis imperfecta","Journal of Dentistry",115,,"","103850",2021,"","","https://www.sciencedirect.com/science/article/pii/S0300571221002736","","","","","","","","","","","","","Objectives : Children and adolescents with amelogenesis imperfecta (AI) have extensive treatment needs, but costs have not been explored previously. We calculated the costs of prosthetic rehabilitation and analyzed whether costs of treatment begun in early adolescence are lower compared with in early adulthood. Methods : Data from the dental records of 25 patients with AI and 25 age- and sex-matched controls were analyzed. Patients were followed for a mean period of 12.3 ± 1.5 years. Number of dental visits, dental treatment costs, and indirect costs were calculated during three time periods, before, during and after prosthetic therapy. Swedish national reference prices for general and specialist dental care were used. Results : The mean number of visits was significantly higher in the AI group: 43.3 ± 19.7 (controls: 17.5 ± 19.8; p < .001). Mean total costs were 8.5 times higher for patients with AI: €16,257 ± 5,595 (controls: €1,904 ± 993). Mean number of crowns made in patients with AI was 12 ± 7 (range 1 − 31). Indirect costs were significantly higher in the AI group and constituted 22% of the total costs. After crown therapy, costs between groups ceased to differ significantly. Calculations of total costs in the hypothetical scenario (discount rate at 3% annually) were €18,475 for prosthetic rehabilitation began at age 12 years compared with €20,227 if treatment began at 20 years of age. Conclusions : Prosthetic rehabilitation costs for children and adolescents with AI can be high. Early crown therapy is associated with lower costs and a lower number of dental visits. Clinical Implications Early crown therapy in children and adolescents with severe AI is a cost-reducing treatment associated with few complications and reduced need of dental care during adolescence compared with treatment begun at age 20.","","Ceramics, Cost analysis, Enamel, Pediatric dentistry, Restorative dentistry","",""
